VoteKit RankProfile
Candidates
(D6:D6),(R3:R3),(R2:R2),(R1:R1),(D1:D1),(D3:D3),(D5:D5),(D7:D7),(D2:D2),(D4:D4)
Max Ranking Length
10
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,Ranking_7,Ranking_8,Ranking_9,Ranking_10,&,Weight,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D5'},{'D7'},{'D2'},{'R2'},{'R1'},{'R3'},&,7.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D5'},{'D7'},{'D2'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D5'},{'D7'},{'R2'},{'D2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'D5'},{'D2'},{'R2'},{'R1'},{'R3'},&,25.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'D5'},{'D2'},{'R2'},{'R3'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'D5'},{'D2'},{'R1'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'D5'},{'D2'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'D5'},{'R2'},{'D2'},{'R1'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'D5'},{'R2'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'R2'},{'D5'},{'D2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D3'},{'D7'},{'R2'},{'D5'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D2'},{'D3'},{'R2'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D2'},{'D3'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'R2'},{'R1'},{'R3'},&,215.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'R2'},{'R3'},{'R1'},&,47.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'R1'},{'R2'},{'R3'},&,23.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'D2'},{'R3'},{'R2'},{'R1'},&,5.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R2'},{'D2'},{'R1'},{'R3'},&,40.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R2'},{'D2'},{'R3'},{'R1'},&,6.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R2'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R2'},{'R1'},{'D2'},{'R3'},&,14.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R2'},{'R3'},{'D2'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R1'},{'R2'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R1'},{'D2'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R3'},{'R2'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'D3'},{'R3'},{'D2'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'R2'},{'D3'},{'D2'},{'R1'},{'R3'},&,8.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'R2'},{'D3'},{'D2'},{'R3'},{'R1'},&,5.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'R2'},{'D3'},{'R1'},{'D2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'R2'},{'D2'},{'D3'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'R2'},{'R1'},{'D3'},{'D2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'R3'},{'D3'},{'D2'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D5'},{'R1'},{'D3'},{'D2'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'D2'},{'R2'},{'R1'},{'R3'},&,79.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'D2'},{'R2'},{'R3'},{'R1'},&,19.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'D2'},{'R1'},{'R2'},{'R3'},&,5.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'D2'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'R2'},{'D2'},{'R1'},{'R3'},&,24.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'R2'},{'D2'},{'R3'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'R2'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'R2'},{'R1'},{'D2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'D5'},{'R2'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'R2'},{'R1'},{'D5'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'R2'},{'D5'},{'D2'},{'R1'},{'R3'},&,5.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'R2'},{'D5'},{'D2'},{'R3'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'R2'},{'D5'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'R2'},{'D5'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'R3'},{'D5'},{'D2'},{'R2'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D3'},{'R1'},{'D5'},{'D2'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D5'},{'D3'},{'D2'},{'R1'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D5'},{'D3'},{'D2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D5'},{'D3'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D3'},{'D5'},{'D2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D3'},{'D5'},{'D2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D3'},{'D5'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D3'},{'D5'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'R2'},{'D3'},{'D5'},{'R3'},{'R1'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D5'},{'R2'},{'D3'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'D7'},{'D2'},{'D3'},{'D5'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'R2'},{'D7'},{'D5'},{'D3'},{'D2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D1'},{'R2'},{'D7'},{'D3'},{'D5'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'R2'},{'D1'},{'D2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'R2'},{'D1'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'D1'},{'D2'},{'R2'},{'R1'},{'R3'},&,39.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'D1'},{'D2'},{'R2'},{'R3'},{'R1'},&,5.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'D1'},{'D2'},{'R1'},{'R2'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'D1'},{'R2'},{'D2'},{'R1'},{'R3'},&,9.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'D1'},{'R2'},{'D2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'D1'},{'R2'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D3'},{'D1'},{'R2'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D2'},{'D3'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D2'},{'D3'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D2'},{'R2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'D2'},{'R2'},{'R1'},{'R3'},&,228.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'D2'},{'R2'},{'R3'},{'R1'},&,43.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'D2'},{'R1'},{'R2'},{'R3'},&,20.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'D2'},{'R3'},{'R1'},{'R2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'D2'},{'R3'},{'R2'},{'R1'},&,4.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'R2'},{'D2'},{'R1'},{'R3'},&,57.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'R2'},{'D2'},{'R3'},{'R1'},&,7.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'R2'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'R2'},{'R1'},{'D2'},{'R3'},&,22.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'R2'},{'R3'},{'D2'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'R1'},{'R2'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'D3'},{'R1'},{'D2'},{'R2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R2'},{'D3'},{'D2'},{'R1'},{'R3'},&,14.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R2'},{'D3'},{'R1'},{'D2'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R2'},{'D2'},{'R1'},{'D3'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R2'},{'R1'},{'D3'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R2'},{'R1'},{'R3'},{'D3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R3'},{'D3'},{'R2'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R3'},{'D3'},{'D2'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D1'},{'R1'},{'D3'},{'R2'},{'D2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'R2'},{'D1'},{'D3'},{'D2'},{'R1'},{'R3'},&,6.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'R2'},{'D1'},{'D3'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'R2'},{'R1'},{'D1'},{'D3'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'D2'},{'D1'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'R1'},{'D1'},{'D3'},{'D2'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D5'},{'R1'},{'D1'},{'R2'},{'D3'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'R2'},{'D1'},{'D2'},{'R1'},{'R3'},&,5.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'R2'},{'D1'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'R2'},{'D1'},{'R3'},{'R1'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'D1'},{'D2'},{'R2'},{'R1'},{'R3'},&,40.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'D1'},{'D2'},{'R2'},{'R3'},{'R1'},&,8.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'D1'},{'D2'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'D1'},{'R2'},{'D2'},{'R1'},{'R3'},&,8.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'D1'},{'R2'},{'D2'},{'R3'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D5'},{'D1'},{'R2'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'D2'},{'R2'},{'R1'},{'R3'},&,72.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'D2'},{'R2'},{'R3'},{'R1'},&,19.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'D2'},{'R1'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'D2'},{'R1'},{'R2'},{'R3'},&,10.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'R2'},{'D2'},{'R1'},{'R3'},&,17.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'R2'},{'D2'},{'R3'},{'R1'},&,5.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'R2'},{'R1'},{'D2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'R1'},{'D2'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'D5'},{'R3'},{'D2'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'R2'},{'D2'},{'D5'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'R2'},{'R1'},{'D5'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'R2'},{'D5'},{'D2'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'R2'},{'D5'},{'D2'},{'R3'},{'R1'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D1'},{'R2'},{'D5'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'R2'},{'D1'},{'D5'},{'D2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D3'},{'D2'},{'D1'},{'D5'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D2'},{'D3'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D2'},{'D3'},{'R2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D2'},{'R2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'D2'},{'R2'},{'R1'},{'R3'},&,423.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'D2'},{'R2'},{'R3'},{'R1'},&,85.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'D2'},{'R1'},{'R2'},{'R3'},&,38.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'D2'},{'R3'},{'R2'},{'R1'},&,9.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R2'},{'D2'},{'R1'},{'R3'},&,111.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R2'},{'D2'},{'R3'},{'R1'},&,22.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R2'},{'R1'},{'R3'},{'D2'},&,7.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R2'},{'R1'},{'D2'},{'R3'},&,33.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R2'},{'R3'},{'R1'},{'D2'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R2'},{'R3'},{'D2'},{'R1'},&,5.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R1'},{'R2'},{'D2'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R1'},{'D2'},{'R3'},{'R2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R1'},{'D2'},{'R2'},{'R3'},&,7.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'D3'},{'R3'},{'D2'},{'R2'},{'R1'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'R2'},{'D3'},{'D2'},{'R1'},{'R3'},&,20.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'R2'},{'D3'},{'D2'},{'R3'},{'R1'},&,7.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'R2'},{'D3'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'R2'},{'D3'},{'R1'},{'D2'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'R2'},{'D3'},{'R3'},{'R1'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'R2'},{'D3'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D5'},{'R2'},{'R1'},{'D3'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D2'},{'R2'},{'D5'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D2'},{'D5'},{'R2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'D2'},{'R2'},{'R1'},{'R3'},&,161.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'D2'},{'R2'},{'R3'},{'R1'},&,56.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'D2'},{'R1'},{'R2'},{'R3'},&,12.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'D2'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R2'},{'D2'},{'R1'},{'R3'},&,42.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R2'},{'D2'},{'R3'},{'R1'},&,6.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R2'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R2'},{'R1'},{'D2'},{'R3'},&,8.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R2'},{'R3'},{'R1'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R2'},{'R3'},{'D2'},{'R1'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R1'},{'R2'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R1'},{'D2'},{'R2'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'D5'},{'R3'},{'R2'},{'R1'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R2'},{'R1'},{'D5'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R2'},{'R1'},{'D5'},{'D2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R2'},{'D5'},{'D2'},{'R1'},{'R3'},&,7.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R2'},{'D5'},{'D2'},{'R3'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R2'},{'D5'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R2'},{'D5'},{'R1'},{'D2'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R2'},{'D5'},{'R3'},{'D2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D3'},{'R1'},{'D5'},{'D2'},{'R2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'R2'},{'D5'},{'D3'},{'D2'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'R2'},{'D5'},{'D3'},{'R1'},{'R3'},{'D2'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'R2'},{'D5'},{'D3'},{'R1'},{'D2'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'R2'},{'D3'},{'R1'},{'D5'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'R2'},{'D3'},{'D5'},{'D2'},{'R1'},{'R3'},&,3.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'R2'},{'D3'},{'D5'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D5'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D5'},{'R2'},{'R1'},{'D3'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D5'},{'R2'},{'D3'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D1'},{'D2'},{'D3'},{'D5'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'R2'},{'D5'},{'D1'},{'R1'},{'D3'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'R2'},{'D3'},{'D1'},{'R1'},{'D5'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'R2'},{'D3'},{'D1'},{'D5'},{'D2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D7'},{'R2'},{'D1'},{'D5'},{'D3'},{'R1'},{'D2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'D2'},{'D1'},{'D5'},{'D3'},{'R2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D7'},{'R1'},{'D1'},{'D5'},{'D3'},{'D2'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D1'},{'D7'},{'D2'},{'R2'},{'R1'},{'R3'},&,4.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D1'},{'D7'},{'D2'},{'R3'},{'R2'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D1'},{'D7'},{'R2'},{'D2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D7'},{'R2'},{'D1'},{'D2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D7'},{'D1'},{'D2'},{'R2'},{'R1'},{'R3'},&,5.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D7'},{'D1'},{'D2'},{'R2'},{'R3'},{'R1'},&,2.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D7'},{'D1'},{'D2'},{'R1'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D7'},{'D1'},{'R2'},{'D2'},{'R1'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D7'},{'D1'},{'R2'},{'D2'},{'R3'},{'R1'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D3'},{'D7'},{'D1'},{'R1'},{'D2'},{'R2'},{'R3'},&,1.0,&
{'D4'},{'D6'},{'D5'},{'D7'},{'D3'},{'R2'},{'D1'},{'D2'},{'R1'},{'R3'},&,2.0,&
{'D4'},{'D6'},{'D5'},{'D7'},{'D3'},{'D1'},{'D2'},{'R2'},{'R1'},{'R3'},&,20.0,&
{'D4'},{'D6'},{'D5'},{'D7'},{'D3'},{'D1'},{'D2'},{'R2'},{'R3'},{'R1'},&,5.0,&
{'D4'},{'D6'},{'D5'},{'D7'},{'D3'},{'D1'},{'R2'},{'D2'},{'R1'},{'R3'},&,4.0,&
